,Sentiment,SentimentText
182,1, @alexrauchman I am happy you are staying around here. Drexel is a fabulous university. You should be proud. yeah.
185,1," @ange_black @sween I call dibs on the Voltron arm. No the leg. Wait. Where are my manners? @baileygenine,.. http://tr.im/oERy"
186,1, @CharlottegC I just saw ur mum
187,1, @chloelunn and @meganmcdowell GET YOUR FAT ASSES ON HERE. NAI.
188,1,"- @codinghorror See, three external monitors on one laptop, http://www.twitpic.com/6e3zp Win7RC  1 x 1920x1080, 2 x 1280x1024"
189,1, @copicmarker&quot; facebook.com/copic.marker if you're cool. Or if you're not cool. Maybe I'll send some cool .. http://tr.im/oyT7
190,1,' @crewislife  you want to start the morning later; in New York we can do that  (Californians have it even better)
191,1, @cybervenus http://twitpic.com/75kwb ~ LOL LuV IT! &gt;&gt; http://twitpic.com/75hsg Did any1 find or c 1? #a.. http://bit.ly/mUMFh
192,1, @dandelionas is making fettucini and garlic bread!
193,1, @danregal  tell @pfont i said Happy BDay!! 
195,1," @DirtyRose17  told you, you would sweep haha :-p"
203,1,"- @haugern The servers are now backup, if you experience any more problems then please let me know  Sorry about the delay..."
204,1," @hawaiibuzz: &quot;yes, i am lol j/k luv this! @DJDolceVita: &quot;you are like a gentle breeze that has blown throug... â™« http://blip.fm/~7s7mn"
206,1, @hidingesther @linininiooh are my future rooooooooomies! NYC holleR
207,1, @Hijack_King7 I hope u have cheeSe burgerS 4 @Snubbmatic LMBO
208,1, @iamyas awesome
209,1, @ivegotzooms I am nothing of the kind and everything of the sort http://tr.im/mLsn
210,1,- @jerrybattiste &quot;..pick up some flowers for the teacher..&quot; I'm jealous! I want flowers without having to be in the hospital to get them! 
211,1,- @joaoqalves Think again   Talvez seja do Ãªnfase na cifra. Mas atenÃ§Ã£o: &quot;Security is a chain; it's as strong as the weakest link â€¦
214,1,- @kaitymarine - watch E3 @MCMudkips - Will do 
215,1,- @katherineholden Thanks K! Here's hoping! Pretty nervous though... 
217,1, @kcome ?????????????????????????????????? ????????????1000 Followers???????????? http://tr.im/mWKn
218,1," @khead I'll tell ya, grocery store. It was better when you blasted the oldies. Sugar Ray does not make me.. http://tr.im/jd0y"
221,1," @LHSOPERAFIENDS yall bitches better wake up early to go to the LA Opera, kay!?"
225,1," @masareus&quot; @dhempe congrats bhai, but like the oldies in &gt; used to say - arre bhai kuch kam ka http://tr.im/ox5G"
226,1, @MelodyChase
227,1, @mgph3nom chilling on twitter via my spanking new blackberry w/ unlimited internet : http://tr.im/mZVC
228,1, @michaelsarver so do you give him every inch of your love every night?
229,1, @mimbles @WParenthetical
230,1,' @minghao Maybe you can pop @StarHubCares a tweet. They are quite active on twitter. 
231,1," @MsNovember It's a shame all the women in Mamma Mia are so horny, since all the men on this island are so.. http://tr.im/kmET"
232,1,- @nibaq Thanks for letting me know. I'm going to check out Eureka later with this knowledge 
235,1,"- @PoisonGirl10 What's up? @sevgli Hey you!  @lowridergrl I'm doing ok, thx. You? @cristinerafae You, too! TTYL! @Nic0pic0 Oh, sowwy! lol"
236,1, @RAPPUBLICIST HAPPY MOTHERS DAY!
237,1,"- @raybooysen I knew Sharepoint was written by interns, I just knew it !! "
247,1,     I am happy     
256,1,   Faltam 4 dias para o World Drawing day
258,1,   haha omg. stayin steezy &amp; mowin the lawn... loviie still here &amp;&amp; goiing tanning soon.
260,1,   i wanna play with my camera but i will settle for playing with iv's and heart monitors
269,1,   lol all these #robotpickuplines are hilarious 
270,1,"   man, oh man     (i should punch myself in the head, but im ok with that)"
271,1,"   my friends can get with ur friends and we can all b friends, shit, we could do this every weeknd.. Aiigght?  with coop n the crew"
275,1,   such a beautiful satisfying day of bargain shopping. loves it.
277,1,   thank god today is friday !!! I love Ti Ti! &lt;3
279,1,   thrilled about being at work this morning   
280,1,   we break dance not hearts by Short Stack is my ringtone.... i LOVE that song!!!.....
286,1,          my life is very lazzzzyyyy!!!!!!!            ***********
288,1,       ish in a good mood .....tlk to me
294,1,-     J + A MADE NiCE..... TWiCE!                     for now ;]
295,1,     loves life atm!   its brilliant XD
296,1,     who else is in a happy mood?? =D
297,1,    !BYE EVERYONE!   
303,1,    SO FAR SO GOOD!
304,1,    TODAY WAS A GREAT DAY!!!
307,1,"   a lot, a lot, a lot, a lot, a lot, a lot, a lot, a lot, a lot, a lot, a lot, a lot."
326,1,   Tiger Woods is up by 2at 18 via http://nascar.com/racebuddy
329,1,"   yippeeeee yay lets gather in the hay...HIS LOVE FOUND IT'S WAY+ boy,it's Gonna STAY added 2 the Master's HOLY WAY: ALL HIS WILL+WAY"
335,1,       Hardest working chica i know( mii boss lady) @MoneyAceweather (look up to her seriously) lOl
339,1,      thanks for being the bestttttttttttttttttttt J-dawg
345,1,     praise God for this beautiful day!!!     
357,1,   @Lakers!! I love you guyssss! Those rings.. Mmmyeahh! Bling blingg
358,1,   @PERFEKTnCHANCE (Chance) is Boo #29
359,1,   @Standing_Stones  Thank you very much for the DVD suggestion!  Very nice of you!  Looks good.
371,1,   had a WONDERFUL day  G_D is GRRRRRRRRREAT!!!!!     
375,1,   I have passed 70-542 exam today   
378,1,   I want to write a song. I think I will.
379,1,- @serialseb Always thought time estimates should use 'value of Pi rule' (x 3.14). Only exception being 'Pi squared rule'. 
380,1, @SirKenRobinson Creativity via Twitter http://bit.ly/HVTHS
381,1,"- @SlashHudson you tease, i wanna hear the tracks!! "
383,1, @soultravelers3 http://bit.ly/H9Nqe  15 TravelTips 4 student safety in roughplaces
385,1, @SRenaeNae... What is 'FML'
386,1, @sweetlilmzmia: &quot;Gotta LOVE Blip.fm - John Mayer Trio - CALIFORNIA DREAMIN' as heard on Conan 06/04/2009 ---... â™« http://blip.fm/~7qdf0
387,1, @Thatsrightnate ~ Just in case you need some help w that:  http://bit.ly/12nP1H
388,1, @THEDIAMONDCOACH  Im sure he'd love that LOL
389,1, @theenglishmuse on &quot;Karl Lagerfeld&quot; 's Twitter profile(s) lol!  Heart the first pic http://tinyurl.com/cbl6tm
393,1," @weselec My avatar can't figure out what you people are, either. http://tr.im/jj70"
395,1," @yhf What happened to movies, anyway? It's like Hollywood forgot: in rough times, the public wants to see.. http://tr.im/mZ8l"
397,1, @ZOEBOE: &quot;whoops credit is due to   &gt;&gt;&gt;rb@MusicIsMySunshine:  &quot; ? http://blip.fm/~7d4pk
398,1, =&gt; How not to exit a Cessna 206 #skydiving http://bit.ly/16ZZJ7
401,1,"- 20 chicken mcnuggets, 2 double cheeseburgers, large fries, and a lemonade for dinner. Why you may ask? Because I hate my body. "
403,1,- 400th tweet (!) breakfast: everything bagel toasted w/cream cheese with an iced cap... delish 
407,1, A blessed sunday everyone!
409,1, A dog riding the bicycle http://bit.ly/gvMzD
411,1, A problem shared is a buck passed
413,1, à¸”à¸¹à¹?à¸šà¹„à¸•à¹‹ hitech
416,1,  am quite tired can't wait till wwe at burswood &lt;3
419,1,"-  awake, and ready for the day "
420,1,  Being NASTY in the studio with my woman!!!  Go SLEEPIES!!!
426,1,  feeling ok for the first time in a few days. thank you!
427,1,"  found a new way to text him, yey!"
429,1,  going for a paddle 2moz 
430,1,  Good Nite.  I hope Grandma visits my dreams again tonight.  Last Night was uplifting...  I miss her.
431,1,  Goodbassplayer... that is funny.... ;)  OilIPO.... I hope the people that will bring us good things are started early this week... 
442,1,  I'm here to tell ya ... very yummy.  Decided to go on a hunt for blender drinks ... know any good ones?
445,1,  is listenin to my new fav band more amor
448,1,  Just another day in paradise. ;)
451,1,  love you! &lt;333
460,1,- about to pop in a movie &amp; chill a bit... get it innnnn.! call n text 
461,1,- about to swim 
466,1, ahh school on monday!!!! not ready
467,1," ahhh. Drizzy. Mr. Rogers, you are indeed the best."
475,1, All the small things...
480,1,- always a nice thing to wake up to. yay. :p (gosh I'm such a typical lame overanalyzing teenager) lmao  / had a nice nap.
481,1, am excited
482,1, Am feelin very happy!? 
483,1, Am I feeding the Pig'?
486,1,-- An alarm clock is a device for waking up people who do not have small children. --- 
490,1, anoron.reedcourty.operaunite.com/webserver/content/ home.sch alternatÃ­va 
494,1, Another Friday night of Rock Band
497,1,  : D a million making a difference. I can't help but to believe. I came in believing &amp; I will leave believing GOD IS!
511,1,  Good morning all! Have a great day!!!
515,1,  having a luvly day http://tinyurl.com/ckbmkc
516,1,  he is so hot !
517,1,  hmm what to do!
524,1, - Iowa No. 2 in happy! Yea!
526,1,  just got home
528,1,  just saw sink into me the whole video on kerrang! ive seen it before loads but its so much better on tv!
532,1,  My mom is the funniest person ever!  
538,1,  Pie seems to have quite a good appetite now.
546,1,"  NHL: Penguins 1, Red Wings 3 - FINAL - Red Wings lead series 1-0 - for stats, stars and more visit http://www.nhl.com"
549,1,  R.I.P young teke!!!  i miss you cuzin!! &lt;3     it has been 1 year sence you died. . .    [Dont be ashamed of your faith]
552,1, - she is amazing -- Bjork ï¿½ Bachelorette ? http://blip.fm/~4lfyi
555,1,  Thank you.    @Kyauphie
565,1, #andyhurleyday
566,1, #ASOT400
568,1, #followfriday @n3rin3 @jurgenphoto @shaneaddinall @robi27 @dannyvan @byronrode @tattood1
570,1, #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany
573,1, --&gt; that was then. ='( --&gt; this is NOW.
574,1, &lt;3 this pic If u want more tell me cause I got more   http://twitpic.com/6vsv8
575,1, &lt;---My expression watching this again: http://tinyurl.com/eqbwe
577,1, &quot;I'm a freelance writer for Braille porn and a stunt double for a hand model for Palmolive dishwashing liquid.&quot; [from @ShinyHappyHead]
578,1, &quot;Im in love and I don't care who knows it !&quot; -elf
580,1," &quot;Y must people insist on talking about stupid politics on the comments of a bubblegum pop song. Sorry, get out&quot; http://tinyurl.com/ljgec2"
586,1, -as simple as it gets.
589,1," at my tweets: 1 lady saying goodnite, 2 tweets later 1 lady is saying good morning - that's crazy - i would never imagined this yrs ago"
590,1, at the nursery. the wailing have just ended. all sleeping soundly. working morning shift tmrw. grr
591,1, AT THE RANDOM MENTION ABOUT CORE 2 &quot;DEALS&quot; THAT ARE ALMOST TWICE AS MUCH SENSE AS IT'S NOT TIED TO HIMSELF ABOUT TV EVERY NIGHT.
596,1, awake...finally..random dream...i was a penguin but i lived in jersey and i oddly lived in a icecream store lolz 
598,1, awesome black coffee... anyone?
599,1, aww great song &quot;Picture to burn&quot;
606,1, baby sitting today.. shopping tomorrow.. Rue 21 Is the best Ever.. 
607,1, baby you like my favorite dessert I just can not get enough of you love you I'm yours 4Eva
610,1, Back to basics 
614,1, BAHAHAHA  me and jodie burst out doing kevin's sos dance!  EPICCC XD
616,1, Bas one last time 2 update my status 
617,1, baseball.
622,1,- been up for 2 days straight. LoL. i NEVER sleep. 
627,1,  such a nice day
628,1,  Summertime by DJ Jazzy Jeff and The Fresh Prince
630,1,  the weather is lushhh!
632,1,  third date went well....moving on to fourth!!!!!!
633,1,  To The Death! An awesome random comic for the certifiably not sane. (  )
635,1,  twilight !!!
637,1,  two more days.
643,1, - 'What Canadians Have to be Proud of' http://bit.ly/NX4aQ
646,1,  xD go day!!!
647,1, - yay for STAR testing week! I start school at 11am this week and I have no school on thursday! maybe SF... http://tumblr.com/xvq1mln1l
648,1,- #Hello #World! This is where i live: http://twitpic.com/6bo0t #beautiful #5am #woop - bed now 
649,1, #shortstack #tokiohotel #shortstack #tokiohotel #shortstack #tokiohotel #shortstack #tokiohotel #shortstack #tokiohotel #shortstack
651,1, &lt;*~Free!~*&gt;
652,1, &lt;----that's me smiling.
657,1, &quot;Nintendo DSi Portable Game System - What Will You and i Do?&quot; ( http://tinyurl.com/b3yobq )
658,1, &quot;Promote My Site - Getting to the Front Page and Other Places in Social Media&quot; ( http://tinyurl.com/dflzg4 )
659,1," &quot;The universe is a living being, and it's conscious, and it's very old. And it cares about itself in lots of ways.&quot; Drunvalo Melchizedek."
660,1,- &quot;the world makes music for people who listen &quot; 
661,1, &quot;Will Diggâ€™s New Share Feature Pollute Twitter?&quot; ( http://tinyurl.com/ncqkm5 )
664,1, *exited* I just bought some oreos!! I hope everyone likes oreos..
673,1,-- . BABBBBBBBBYY .  I missed you MUCH!!
675,1,-- . well then you gon have to stop w. that . &quot;IDC&quot; shit. JUST be faithful like *points to em* MOI! 
677,1, ... its JONAS DAY!!!!!!!!
688,1, : The Last Gadget http://tinyurl.com/pd4wyp #Geek_And_Poke
692,1, ;) July Flowers (July 2009) #Holiday
694,1, @aaronXnow finally got twitter haha
695,1, @aChAotIcBeaUtY
696,1, @Aimee_B_Loved I think there may be a connection between Paul Reubens and the reason why movie theater fl.. http://tr.im/nfKO
698,1,"- @alittlebit - temperature is down, but the pain is still bad. Hoping antibiotics kick in soon! Thanks for asking "
699,1,"-- @anyamanda said I tweets less these days so, hi! "
700,1," @AuroraLee Would love to see you guys sometime! *grin* - and aw rats, maybe it'll warm up real fast??? LOL"
703,1, @blackswan2 &quot;to all you&quot; ? http://blip.fm/~7d1qo
704,1, @blondediva11 What happened while I was gone? Anybody get arrested http://tr.im/koFz
705,1,- @breegeek I'll know if u can't find a replacement 4me. I'll still pay u if not.  I won't let u hang
706,1, @canuckgrrrl Seeing a guy dressed up as a banana totally made my day. Phallic symbol FTW http://tr.im/mVTm
707,1,- @carole29 yep  coz of the England game on Wednesday
709,1,-- . =D There's my BOO.  *Blushes*
710,1,-- . BYYEEE . ILY2 Jamarcusssssss 
712,1,-- . You aint gotta apologize. I know I'm not ugly. 
727,1, ...that is all
733,1," ;) Butterfly Day (Jun 19, 2009) #Holiday"
734,1, ??? what does it means ?
738,1,- @ work.. || Only 5 hours of it today and then weeeekend!  Can't wait for the long weekend to begin! Gonna get some things done for sure!
739,1, @ahugeproduction Praying for my cold to go to my head because a skunk just sprayed my yard. This is the w.. http://tr.im/n8AI
740,1," @AriaaJaeger Created from the realms of Light, pure love commands the fold When you think and speak with love, a new world you'll behold~"
741,1, @arjunbasu The music was so quiet that he was sure there was a massive hoax being played. On him alone. I.. http://tr.im/mP2j
747,1," @Canuckflack Speaking as a historian, WTF do you incorporate twitter buzz by upper middle class North Ame.. http://tr.im/oFLS"
749,1,"- @cmedders Yes, before the show, I suggested that we ought to do a celebrity deathmatch "
750,1," @CranberryPerson Dear hyper chihuahua, we only have 45 minutes left together on this drive, but I have a .. http://tr.im/lAj6"
751,1, @danawalker Washington Capitals would be one of #myweakness as well.
752,1," @daveena looking fwd to a twitpic of selma soon. Cool name, add a k to the end and it's tok'ra"
754,1, @dustincary yea I really wanna see a win for him at daytona
755,1, @DWO34 Great to follow @BUTTERFLYWHEEL @DebraWard @chastity_1111 @Cortnee4Christ @DWO34 @DarrenSproat @Sharboubou @mikehanes
756,1, @EightyThreeKid aww I'm sorry bae u kno I be grindin =D BUT I GOT U I SWEAR....I needa go buy an artbook that or construction paper
758,1," @gigia: &quot;@Mama_K: &quot;Nobody told me Violent Femmes covered Gnarls Barkley! &quot; tks, dude!! &quot; ? http://blip.fm/~6svjq"
761,1," @idvssuperego Started working on a â€œwarm, fluffy fartâ€? tweet before realizing I donâ€™t especially like far.. http://tr.im/n7J0"
762,1, @infobotz News = Google Getting Twitterpated? - http://tinyurl.com/oropl7
764,1, @jazzgotsoul @liveguy lol nooooooooo!!!
767,1, @LadyKeisha @scorpio510 thanx for the post &amp; the warm wishes.. enjoy ur day!
768,1, @latuacatante17 youu welcomee
769,1," @LisaBarone If, thru the miracle of modern science, Bruce and Danny had a child..."
772,1," @loic Now try sex in bing, deactivate safe search and go to video. You are now on a porn site without lea.. http://tr.im/n18y"
775,1, @MICHAEL_CASTRO is not at 902  thanks!
782,1," @mrjoecool well praise the lord 4 gud moods i kno i need 2 b 1, im workn out ma thighs &amp; these dark clouds is scaring me"
784,1," @oliveshoot aw, sweet Leslie was tweeting luv last night!  You are my #1 and absolute FAVE!"
785,1, big ass kool-aid smile on my face from talkin to my boo...
787,1, blowdrying my hair
789,1, bored........doing nothing at all....okay...i'm a pretty shy girl...
790,1, BOREDDDD  going to do powerpoint
793,1, bosco graduation then sara's voice recital
794,1, breakfast with family
795,1, Britains Got Talent on RIGHT NOW ! Good luck Susan Boyle ;)
802,1,"- but suddenly something happens, I write it in Portuguese "
813,1, Can't Wait For Hills Finale Tonight! â™¥
814,1," Can't wait for the weekend, BMTH on Saturday!"
817,1,- certification test #2 at 8:30 this morning. Feeling much better about this one today 
818,1, changin my name to ambergirl66 ;) haha my youtube name and it mathces my background ;)
819,1,-- chilling with my niggahz Haley and Dylan 
820,1, chocolate cake with a delicious strawberry yummy yummy
821,1," church with matt,was...good. I think I'm going to be a 'churchgirl' now. )"
822,1,-- city tonight for mae! 
827,1," come to manchester while your in england  id love to meet you  did you have fun in germany? its beautiful, i love it. (L) xx"
828,1, Coming up to the home stretch now with this J/M fic. YAY!!
830,1," Congrats to AL's newest state Senator elect, Democrat Mark Keahey. http://is.gd/MRr3 #alpolitics"
831,1, Content.&quot;made a pac lets see how long it last&quot;
832,1, cookies the first time
848,1, def. i have no studio so ur jus gunna get the lyrics [shrug]  @ExoticBella_
857,1," Didn't have time updating because was 2 busy enjoying this &quot;love making, sleep with no clothes on, &amp; eating bbq&quot; weather. I miss this &lt;3"
861,1, dinner &lt; bath &lt; workout &lt; run
862,1, Diplomatic husband to his wife &quot;How do u expect me to remember ur birthday when u never look any older?&quot; (via @normaltusker @nehabagoria)
867,1, Don't forget to vote today! http://bit.ly/3MG0r
872,1, @Dayngr TweetWrath I think I just coined a new word where is that twitter dictionary http://tr.im/nyYv
874,1, @DJWiLLGATES
877,1, @essentially_me Funny fact: @sween has about 3x his town's population following him on tumblr. How does h.. http://tr.im/lCEl
878,1," @fernandofelman am gonna miss you too. if it's really gonna be 2-3 years, i might end up visiting you in Aussie land (i wish)"
880,1, @Grahamapalooza @RoniBryantMusic @Rob_in_Grantham @BananasMel @joetech @joecopas2671 @britespark @r0ckrulez @johnnybeane @bsideofSoccer
881,1,- @hannahradford is taking me to lunch today 
885,1, @jessdelight: LMAO @liveguy
886,1, @joeschmitt Twitter maintenance on a Friday night? They really haven't been listening if they think we wo.. http://tr.im/nDkq
887,1," @johnmaeda Are you a .EXE (do-er), .PPT (talk-er), or .TXT (leafy potted plant) http://tr.im/oBOf"
890,1, @krystynchong that's a lovely compliment. thx much! 
891,1, @ksymmonds THANKYOU 
898,1,- @MelbourneVixens Awesome 4th quarter ladies! Great game 
900,1, @netfart quite the opposite
901,1,"- @nikkofelipe night, and thanks for the call "
903,1," @PAN1F @OregonMJW No, I do know the difference! Like I say, it's been a long time. A very long time http://tr.im/nJOo"
904,1, @PhillMason @Philoscribe Thank you. I am genuinely grateful
905,1,- @PinkElephant73 So pretty much you look like a candy floss machine today 
906,1, @prblog @steverubel posterous looks like tumblr for iPhone? looks interesting. can you fold this content .. http://tr.im/nhcv
912,1,-- DT tonight; DT tomorrow day &amp; night   beauty.
918,1," elise and melanie are the SHIZ,"
925,1,- Every so often I catch my own reflection &amp; think .. Now that's one cool son-of-a-b*tch .. today's one of those days 
931,1, Explore twitter
935,1, Famed Michigan bookstore to close its doors http://u.mavrev.com/bc7v
947,1, FIELD TRIP TODAY  LEAVING NOW :3
948,1,"- finally at home ; bout to napp , then get ready for college tomorrow  ughhh ; sooo excited !"
953,1, @rickswift #followfriday these ppl or catch crabs @KarlKleese @lpjdesign  @LostZombies @pinkraygun @BittenbyBooks @hippojuicefilm @zazzle
954,1," @SandyU @MightyBoognish @kittyireland It's light with a bit of punch. Mission=San Francisco gin, Mexican liqueur, seemed an apt name."
955,1," @Savage_Death55 I am super emo about stupid stuff rn, and SG is making me feel better. :p"
957,1, @ShawnaShameless &amp; @killavilla if anyone else said something it's to you too.
960,1, @stevijean yeahuhh
969,1, @ThisChicsFlava: @DaPrbmChild lmao&lt;3
974,1," @zeldman just said on Flickr re a Mac that wouldn't install OS X (yes): &quot;As user-focused design goes, this is an exploding colostomy bag&quot;"
976,1, ~ LVATT IS COMMING!!! ~
978,1, =] happy sunday =] 
983,1,--- 2009 NCAA National Softball Champions UW Huskies 
986,1, first days are always good..wish my dentist gave me more hours though
991,1, Found a way to make this Private woot woot
999,1, fucking rur mom
1000,1,"- Fwd: Good Morn,happy birthday !  regardless of what ppl said yesterday,they don't realize what happend behind the scene.One of the  ..."
1006,1,-- getting a Mani + Pedi with the husband! 
1007,1, getting a webcam today.
1009,1,- getting ready to watch the Sprint Cup boys try to tame the concrete Monster Mile! hopefully tires won't be too much of an issue! 
1012,1,-- g'night tweeties! &lt;3 talk to you all in the AM  - @damesmash haha you have work in the AM
1015,1, go follow my personal twitter! @nikkidallasen
1016,1, Go Wings! FTW!
1017,1,- God i'm up early. Hayley still asleep but today is party day so i'm getting stuff ready.  x
1018,1, going home to see my baby   [dont be ashamed of your faith]
1019,1, going out for dinner with the family 
1021,1, going to bed.
1022,1,- going to bed. 
1026,1, Going to London Expo this weekend  Can't wait !
1028,1,"- goingg to sleep  school , then out for pizzaa!"
1030,1," Gonna WoW for a bit. Later, Twitter &lt;3"
1032,1, good morning lovely! 
1033,1, good morning/afternoon. Things will be great today.
1034,1, @only1fe FF @TommyBlack @djksly @Wordsmithmusic&lt;--FF them!Tommy- CHi ALLday K-sly..FLY!!JUNCITY! MANHATTAN!ATL OWWW! ; ) wordsmith fiyah!
1035,1, @pageoneresults Online reality blogging &amp; tweets... My Life On the Social Media D-List
1036,1,"- @paul_a_smith - ooh, but Clean Sheet Day is awesome!! Woo!  hope you're feeling better now?"
1038,1, @rabbitroodle  I think I've won the battle over the impending *crud*. Enjoy your drive this AM
1039,1,- @rainboweffect Crickey can't think that far ahead - think getting to 2009 followers is pretty ambitious 
1040,1," @reidstott Coffee keeps me running. In fact, without coffee, I wouldn't get any exercise at all http://tr.im/mNkZ"
1041,1, @remysoon
1043,1,- @samshafer I bookmarked it and will check it out after I get some sleep. Thanks Sam! 
1045,1, @ShannonHerod &quot;It is always your next move.&quot; Napoleon Hil http://tr.im/mR0u
1046,1, @sonjatweet ur hot
1047,1," @ssandall That's it! Removing bots is like weeding a garden. Not fun, but must be done... eventually!"
1048,1, @TheNotoriousJEN
1049,1, @tjwriter Hubby has Briso on DVD.  I haven't seen it all yet but I enjoy it. I saw Army of Darkness and Evil Dead because of Hubs too.
1050,1,"- @ToothFairyHeavn What a considerate Tooth Fairy you are, checking to make sure you didn't miss anyone. "
1051,1,' @vangeest We are perfectly on schedule' - Nobody is waisting time today  (Don't mention the Sun again;) Dedicated audience
1052,1," @yhf My twenties: Look, a bed! WONDER WHAT WE CAN DO. My thirties: Look, a be--ZZZZZZZZZZZzz http://tr.im/n88N"
1054,1," @Zaius13 If it weren't for unspeakable things, I don't know what I'd do. http://tr.im/mX1N"
1055,1, _BellaCullen18_  i've been ok just got through crying with leah * frowns at the thought* we were talking about our dead fathers
1056,1, ~ cooking!!!
1057,1, ~ ncis!!!
1058,1,- 1 follower WOW! 
1059,1, 100 followers!  YAY!
1060,1, 11:11 makee a wishhh ;)&lt;3 GOODNIGHT
1061,1, 11:11. I know what I'm wishing for!
1062,1,- 155 days until the JB'concert in Milan!!!!I'm guarding my tickets 
1066,1, 21 days of no twittering and i'm back. -.- i think.
1068,1, 30 lbs lost since Feb. Still have a lot more to go.
1070,1," Good Night ! Okay, I got really nothing to say."
1071,1, Good night! Arrgghhhh 5-2 B.P. Do work boys!
1072,1, good to hear from you
1073,1, good weekend
1076,1,- goodnight  ! math&amp;spanish finals tomorrow. spanish should be easy. woo.
1077,1, gooooood morning my twitter friends!  Have a nice sunday
1078,1, Gossip girl tonight!!!
1080,1, Got Escala's new album now.  T'is very good 
1081,1, Got new photoshop magazine but I need my Dad's portable CD drive to use the CD with the pics on it D: I think I'm stuck there tomorrow
1084,1, gotta love her. glad she had fun. looking forward to the beach w/ her! 
1087,1,- Great day people-watching in Berkeley with my bro  I love him.
1090,1, great nite
1091,1," Great tights, good outfit! http://lookbook.nu/look/160916"
1093,1, Great.  ? http://blip.fm/~7df6m
1103,1," had a good night, love my best buds in the world!!! adamcheeeserosie"
