,Sentiment,SentimentText
91,0,  Jus Got Hom Fr. TDa Funeral... I'm So Sad! I Cried So Much Times! Much Love Grandpa!&lt;3 I Never Got To Say My Last &quot;Goodbye&quot; to Him.
94,0, - Longest night ever.. ugh! http://tumblr.com/xwp1yxhi6
95,0,  mi momacita won't let me go to my bf's bball game!!! grrr!!!
96,0,  Mom says I have to get a new phone IMMEDIATELY....off to T-Mobile.  she paying....
97,0,  My new car was stolen....by my mother who wanted to go pose at church.
98,0,"  no hang out with the girls 2day. 2moro, hope so......"
99,0,  no movie times for sunday!  Rats will have to plan tomorrow. I guess this means I have to work on those two  presentations I am doing!
100,0,  no pavel tonight &lt;Tigersfan &gt;
101,0,  not a cool night.
104,0,  probably guna get off soon since no one is talkin no more
105,0,  really wanted Safina to pull out a win &amp; to lose like that...
106,0,"  RIP, David Eddings."
108,0, - sannesias: Aww no neighbor! We need to watch Mean Girls :] http://tumblr.com/xv31s2pi8
109,0,  so whats the status on next weekend
110,0,  sorry @gigi4462 The Ex Husband has overdosed on his daily dose of haterade
111,0,  Thanks for your definition of throwbie!  Editors reviewed your entry and have decided to not publish it.
115,0,"  told not to drink w/my Rx so just gave all the b.b. porter &amp; obs. stout that I brought home from OR to my neighbors.  v, v, sad."
118,0,  u guys knw whyy
119,0,  very much so 
120,0,  waahhh now I'm getting sad....miss hub :-'(&quot;&quot;&quot;&quot;&quot;&quot;&quot;&quot;
121,0,--  we were standing out in the pouring rain.. We were sitting on top of the world..  --   summer sucks      --
122,0,"  Went to get dog from vets, theyve stitched her ear, charged us for it but she still bleeds like a waterfall everytime she moves. D: WHY!"
123,0,  where is my picture i feel naked 
124,0,  Why aren't there any trains going to manchester on a sunday?!!  Now I can't go to the @jonasbrothers concert.
125,0, - Why must people be so picky. I mean 6 hours work and no dice!? whatï¿½s up with that! http://tumblr.com/xsg1m3ufn
126,0,  Why Twitter will soon become obsolete? http://www.imediaconnection.com/content/23465.asp
129,0, - You: hi Stranger: HELLO I AM FRANK LAMPARD HOW ARE YOU You: fine You: and urself Stranger: i am gay Your... http://tumblr.com/xaj24dkly
130,0,  you'll always be my one and only...  [12*23*2007]
131,0, #3turnoffwords this shit sucks
132,0, #asylm J2 panel is over. Guess it's back to normal life.
134,0, #squarespace brighten my bad day! i never win anything...
135,0," #Susan Boyle didnt win! mh well, diversity was very good though! CONGRATZ!!"
136,0, #twenty20
139,0, &lt;3 GrAdUaTE 09&lt;3
140,0," &quot; Vandals paint swastikas on home of author of gay, lesbian church story : Naples Daily News&quot; ( http://bit.ly/11zyzl )"
141,0, &quot;An unknown error occured (-4)&quot;. uh oh. iPhone OS 3 fail so far 
142,0, &quot;experts (homers) predict Eagles to go 12-4 and Giants to go 9-7/ BS! http://www.dailysportspages.com/forums/showthread.php?t=49343
144,0, &quot;I want you so bad it's driving me  mad&quot;
147,0, &quot;Try to turn on my tv to get you out of my head. I've got this feeling inside that I just won't admit...&quot; (that is literally how I feel)
148,0," &quot;well, the truth is I miss you so&quot;- Coldplay"
149,0, (tears) :'-( Today is the last day with my kids...They go on summer break at their Dads tomorrow. *sighs* http://plurk.com/p/x8j86
150,0, (unsure) (annoyed) http://plurk.com/p/1230lz
151,0, (via @designrelated) are designed gallery exhibition postcards/mailers going extinct? via NYT http://ow.ly/fHJc
152,0, *BeautifulyLost
153,0,- *cries* I'm going to miss Harry Potter when it comes out.  I'm leaving to Vietnam on July 11th.  I'm going to cry!!
156,0," . . . . going back to bed, because I'm lookin' around and don't see a reason to be awake atm. Be up in a little."
159,0, .. i wantt hiim soo badd !!
160,0," .. watching tv , bed, shopping w. mom, out w. trent hopefully, i need my best friend"
161,0, ... had weird encounters with so many homeless/creeps on the walk home tonight all by myself   awesome... really...
162,0, ... Rained out truck race
163,0, ... Why am I feeling worse??? F!!!
164,0, .... Feeling pain and happiness at the same time. How confusing!
166,0, ....in a shirt and panties. celulite
167,0, ..had to turn back to North due to body on line. So missing Design Council Design 4 Tech Transfer event   http://bit.ly/pXrzV...
168,0, ..y everything is so hard? :/
169,0, .bueno good bye. good night
171,0," : Let's have fun,. When I give ya what I give ya."
172,0, :[ I don't want to move!!!
177,0, @ the train crash in DC .....
183,0, @alvinkschneider what happened to angels and demons and lions and tigers and bears!?
184,0, @AmericanWomannn Well that sure minimizes the impact...LOL
194,0,"- @Darcy_Lussier @lkrammes I went to work once last year with no pants. Ironically, that was my last day of work at that job. FML "
196,0, @dreamingspires. there r many gr8 science cartoons http://bit.ly/6EW4Q http://bit.ly/gXH3q http://bit.ly/18sjXI http://bit.ly/KEAy2
197,0,- @Em91 Edinburgh fringe is only 10 weeks away?! I need monies  Btw I'm Elliott from @angryfeet - blame @howlieT for the Twitter intrusion
198,0," @emilymariie why didnt you come to school?? have you done the short stack thing by yourself, or do you still need me?"
199,0,"- @EvertB which one? http://bit.ly/10o8LW, http://bit.ly/Nh82S or http://bit.ly/wr8Vz - latter for the US Store only  #iphone #comics"
200,0, @georgediaz #Magic ..thinking less than 50 % chance Hedo stays in Orlando. He's gonna go for the $$. They all do. Can't blame him though.
201,0, @Glamicole ..now who wud make this beautiful plc cry?
202,0, @HaterMagazine: @damienrandle it is now the outer fat kid.
205,0," @hellopnsdear se MORREA a mi Joseph, no no se vale."
212,0, @jonasbrothers Why is your YouTube account suspended? lol Single Ladies dance? I NEED TO WATCH IT AGAIN!
213,0,- @JuicyJones I know.. SOLD OUT though. 
216,0, @katiedontcry should get on aim and talk to me. i miss her.
219,0, @kvetchingeditor's kashrut convo makes me want to keep more kosher but my roomies catholic &amp; he has a pork loin in the fridge #kosherFAIL
220,0, @Leloz isn't home neither is @sozi1 ... @althani96 U BETTER HAVE IT!!!
222,0,"- @littlecharva - I'm immune to dentists' drills etc now, it just doesn't bother me at all. Having gum lift surgery next week tho *eek* "
223,0, @lolife4life where r u tonite im still awake!
224,0, @lorinimus hates Bebot App
233,0, @Oneshine What are u referring to?
234,0, @plmusic22
238,0,                                     I miss her so much already...
239,0,               just practising.....how I feel       
240,0,            Miss my love Jamie
241,0,          FUCK YOU!
242,0,        my head feels like a bowling ball
243,0,        my heart hurts badly...
244,0,       FS keeps crashing when I try to load Bungie plane.
245,0,      My current headset is on its deathbed now!  My dad gave it to me just 3 weeks back!    
246,0,     ....    My mood is currently BLAH . Sitting in a parking lot
248,0,    ...that is all.
249,0,    everyone went home. and not everyone was even here! ~CMF &lt;3
250,0,    fed up....
251,0,"    fuck, fuck, fuuuuck!"
252,0,"    Not feeling it today     And to make matters worst its super nasty and rainy outside, YUCK!"
253,0,   @Beansummer
254,0,"   Awwwwwh  i wanted Aiden Davis 2 WIN, i &lt;3 him so bummed he didnt "
255,0,   bed time now....
257,0,"   Friends like these ... no thanks, I'm not fake! ^ ^"
259,0,   i think my bf is cheating on me!!!!     
261,0,   i want an octo drive
262,0,"   I want to display my pretty voltron!  Upside, I get two pretty voltrons!"
263,0,   i want to find a way to put my photos on phone here i have Bluetooth in both phone and computer but it doesn't work
264,0,   IN an effort to bring you the best content we just added at lease 30 hours to the release of The digital Rapture.  soon... hang tight
265,0,  --- is our response to what happened today. and that is all.
266,0,"   J, you are right... it hurts."
267,0,"   kinda but not really, but kinda "
268,0,"   let's have a moment of silence for our childhood homes... sadly, it can't be replaced and we can never go back"
272,0,"   No man is worth your tears, and the one that is won't make you cry!"
273,0,   rain rain go away!
274,0,   storms are scary!
276,0,   Tell those girls your clocking out lol
278,0,   the batt to my internet connection died.  Guess its back to the mobile!
281,0,   www.apple.com/iphone now has it for the 18th   
282,0,  #squarespace #trackle  no apple iphone card for us  maybe tomorrow! I guess it helps if you tweet it huh?  We forgot 
283,0,  (unsure)  (hassle)  (:  (music) http://plurk.com/p/yq08l
284,0,                                           exhausted
285,0,          i want some ben&amp;jerrys cake batter please ugh
287,0,"        wish ella was on or somebody,,,,"
289,0,      i think i'm going to go 3 a long drive then when i get to the pacific ocean open my car door and throw my pc in the ocean
290,0,      what the hell BBC?
291,0,     #canucks
292,0,     I dont like this weekend.. Huhuhu ( (
293,0,     I'll get on it right away!
298,0,    ...lonely night
299,0,    blue does not work      
300,0,    geez I'm feeling their pain
301,0,    i miss my summertime daley.
302,0,"    on the computer ... . . . . . . *ill*    lol,       no fuckin goin to portugal        "
305,0,    UGHHHHHHHHHHHHHHHHHHHHHHHHHHHHH
306,0,   #Battleground
308,0,   Awwwwwh  i wanted Aiden Davis 2 WIN  i &lt;3 him so bummed he didnt 
309,0,   Curtain drops at the Crown Uptown after 32 ye http://www.kansas.com/news/featured/story/860875.html
310,0,   eh  must leave New Mexico and soon!
311,0,   fail maths  i knew it i was just too slow 
312,0,"   From Gongwer OH Report, sounds like leadership still considering library cuts, not considering tax increases. #saveohiolibraries"
313,0,   fuck sake. Why can things never work out for me?
314,0,"-   going in town todaÑ‡ with mÑ‡ cousinnn, [Ñ‡]     netball match was cancelledd "
315,0,   hoping to see my baby girl
316,0,   i don't even know.
317,0,   I just lost a member of my family 
318,0,   I'm SICK of bedtime battles   
319,0,   i'm so cold this morning......       i have chills all over.....   
320,0,   Just... 
321,0,   No no no. Tonight goes on the books as the worst SYTYCD results show.
322,0,   no shopping   
323,0,"  - Poor lil mousey, just out enjoying the sunny day. I don't think I'd feel so bad if it was a big gnarly rat though. Dbl standard? Yep."
324,0,  -- that's an EPIC sad face.
325,0,   This magazine story just broke my heart at the dentist's office today:  http://tinyurl.com/ngbq2c
327,0,   wanna go meet wifey but can't....  this sux   :'(
328,0,   Wondering why I feel like I do...I'll feel better though...Its all good! I'll be happy inspite of...Tweet ya lata 
330,0,  #IranElection - no one realizes how deep this goes.
331,0,  &gt;. Bodies from Air France crash have been found  http://twurl.nl/dvu8be (via @Paisano )
332,0,"  &lt; that is the story of my life, a whole bunch of frownies!"
333,0,               I HAVE NOOOOOOOOOO FRIENDS ON TWITTER IT MAKES ME SAD WILL SOMEONE FOLLOW ME      
334,0,             i just want to hear from you. i guess that's asking too much..
336,0,       i really2 don't like this condition. sucksssssss
337,0,"       Orlando Lost  The Series. Oh Well, Maybe Phoenix, Or Boston, Or Cleveland (The Teams I Like) Will Make It Next Year!"
338,0,      rinitis sucks!!!!!
340,0,     &gt;( &gt;(  i'm mad and sad right now. Played so terrible today in both soccer and basketball.
341,0,     &lt;- but mustache man is not that desperate
342,0,     &lt;--------- my face because i'm missing zoro tonight.
343,0,     @riceuniversiity I know huh @Kouture85 Im bout to cry@Ahmier thanks Marco! *muah*
344,0,     angry
346,0,     sry matt 2 hear that (
347,0,     what the fucccckkkkkkkkkk
348,0,    Bye World!!!!!!
349,0,    i couldnt even have one fairytale night
350,0,    I'll be working when Pottercast/Lupins/Willows come near me.  FAIL.
351,0,"    My cell phone screen is dead.  Sooooooooooo, no texts and I don't know who's calling.  Fuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuck"
352,0,"    NO MORE SICKNESS. strike i say STRIKE! ohhhh well, 'nother day off school i guess"
353,0,    Nobody likes Year One in the reviews I've read. I'm disappointed. But maybe now I'll like it more since I'm not expecting much..
354,0,   (must i say more?)
355,0,   *old me's dead and gone*
356,0,   ... have to go now ??? 13 more minutes   ... please please please
360,0,   awwwww i really hate this.
361,0,   bad day.
362,0,   bad day.....damn you @311. What kind of ticket sale was that.....
363,0,   Boston Globe could be shut down in 60 days http://sbne.ws/r/vWc
364,0,   bye guys!!!! i'ma miss ya'll sooo sooo much! but don't worry i'll be back on monday!!! have an awesome weekend!!! peace!!!!
365,0,   can i have some followers :' ( ... i'm so sad...    NOW THAT I'M LOSING HOPE -pressure
366,0,   Couldn't bless'd da mic w/ my bra's in music 2day @ERiceOnTheBeat @moneybagzfam1st @circustk
367,0,   CRY CRY CRY   
368,0,   F**kn day...
369,0,   Goodnight   
370,0,   grandma is very sick. not doing well. going to the emergency room.
372,0,   I am going to shed tears if the Cavs have to go home tonight. Like seriously
373,0,   i am soooo sad...at this point of night i'd be cuddling with jonathan like i did for 4 years
374,0,   I hate you forever.
376,0,   i missed it
377,0,   i still Feel like a Douchebag
382,0, @sommacolada never answering my im's
384,0, @squarespace it's now fathers day and you haven't picked me...yet. I kind of want to incessantly bother you...#squarespace
390,0, @TheIanCrawford is no longer in the Cab. To say I'm heartbroken is an understatement... good luck with everything! you're amazing ian.
391,0, @va_songstress broke my twitter..
392,0, @warbo is off clubbing... must come over to sheffield sometime &amp; party but really probably shouldn't atm. a tech conference is a conf etc
394,0, @xxkirahxx is fulfilling my life's ambition 2 go 2 a Jonas Brothers concert + I went 2 HMV and the new album is already sold out! Why me?
396,0, @zochula just yelled at me for picking apple store over food.
399,0, 1 of me cats kittens died only 3 days old too..RIP ming.
400,0, 1 week before the palm pre comes out and my centro dies. I have a temp phone but my contacts aren't transfered yet. #sadpanda #fb
402,0, 3 hrs on da phone...lol dude is hilarious
404,0, 5 gb of video to upload to utube :O dam sony vegas making it so big 
405,0, 50% of the new footwear labeling norm is definitions that are never referred to in the document. Who wrote this up?
406,0, a big angry spider was crawling in my blankeys  i flicked it to the floor and cant sleep now
408,0,- a couple years of sickness all piled up to this one day 
410,0," a fly just landed in my green chile stew. i've never been big on killing bugs, but this asshole asked for it. There goes my appetite"
412,0, A_ just got the same handshake in her meeting. Vibe here sucks
414,0,  (Jonah:whats a tweet!?) SHARON!!!!!!!!!!!!
415,0,  alice is beating be at my scooby doo board game!
417,0,  anyone have any advice on how to cope with a break up?
418,0,"  arrrrrrrgggggggghhhhhhhh!!!!!!!!!!  that's it, all lines of communications are temporarily suspended! "
421,0,  but i understand.
422,0,  cars being inspected today gonna cost me over 600 dollars 
423,0,  e is OUT!
424,0,  everythings wrong.
425,0,  Exercise 2 build muscle mass is only thing that speeds metabolism: http://tinyurl.com/bvagbj
428,0,  friends dying is just horrible.
432,0,  He was the best there.
433,0,  Hungover........ and craving chocolate! OMG how funny was the pub last night!! LOL
434,0,  I dont want my sister to leave me for the whole summer!
435,0,  i hope everyone is at church so i can just go to my concert in peace on wed.  dont have to worry about rushing back to church to visit
436,0, - i just spilt the last of my jordans cereal on the floor iâ€™m distraught http://tumblr.com/xxw2329lh
437,0,  I miss my family and friends.
438,0,  I see I missed the nectar sucking dirty talk ;)
439,0,  I want a freaking puppy now! A cute little black yorkshire terrier.
440,0, - I want irissa back http://tumblr.com/xpn1wrj48
441,0,  I'm glad diversity got through...but what about stavros!  
443,0,  I'm out of Nutella  
444,0,  is it rlly tht serious? I'm abt to go thru my fonebook...
446,0,  it is on environmental studies and driving me mental
447,0,  I've always seen bits &amp; pieces of Shottas. now I've seen the whole movie...it ends sooooo sad   I'm gonna cry.  
449,0,  Just found a bone in my chicken nugget    Not cool
450,0," - Like I said, my back still fucking hurts and Iâ€™m going to complain about it like no oneâ€™s business.... http://tumblr.com/x6n25amd5"
452,0,  my aunties dog is getting put down  hes my dogs brother aswell 
453,0," - my head feels like its going to explode - mmm, what a horrendous image... the mess!"
454,0,  my head is killing meee
455,0," - My name is Amy. Iï¿½m only three My eyes are swollen I cannot see, I must be stupid, I must be bad What... http://tumblr.com/xfj1uain0"
456,0," - my picture with Kris Karmada is gone forever, its not in my comments, on my mysapce or on my... http://tumblr.com/xzg1wy4jj"
457,0, Â«Confirmed: Missing Air France Flight 447 has Crashed in the AtlanticÂ»: http://bit.ly/BxdVL
458,0, about 1/4 of my myspace comments are gone. cause someone hacked onto wills account. and kept abusing others so he had to delete it.
459,0, about school....... it will all be over soon can't wait to celebrate            STRES till then
462,0, abt missing Air France plane. Follow here for best air news source:  http://tinyurl.com/m2p6yk
463,0, AFI are not at reading til sunday this sucks !!!!!!!!!
464,0," after a crap night was looking forward to being cheered up, but no. Never mind."
465,0, ah the postman didn't have my package. What am I goon to do for the rest of the day.....
468,0," Airport Express doesn't rock enough to allow wireless scanning with the Canon pixma MX310, but otherwise it's wireless goodness."
469,0," Alistair's friends are all in the kitchen and I'm in my pjs...I JUST WANT A CUP OF TEA, DAMMIT!"
470,0, all day.. no play.
471,0, all dressed up and no bicyclist for Monday nite ride n Henderson KY http://bit.ly/10H4ne
472,0, all I want is my ma in my arms  that's all I want is you in my arms
473,0, all my friends are gone haley n katie @ camp Paris @ moms Landin n Ayonna @ aunts n moms im so bored
474,0, all nighter. yeeeeeeeeeeeessshhhh what a nightmare up coming 2 weeks. cannot wait to graduate!
476,0," All those Non-Robsten posts are making me sad. I mean, I knew that, but to see it from others in words. So sad."
477,0, allison didnt win. She should have.
478,0, almost time to leave.
479,0, already getting sleepy...I really want to get my psych quizzes done tonight...
484,0," am i losing my mind cause i wanna see my.TC on TV right now, this min? FU2 i want 2see CandyGirls!! not Daisy -dammit!! @iluvTerricka"
485,0, am sad to say i didn't get my results today somehow the school forgot to mail my results to me?? Typical. Ugh
487,0, And how can you mend a broken heart?   â™« http://blip.fm/~8k7kl
488,0, and I think that's why I felt really sick and depressed in school today cuz of all the stress.. I'm glad I got that off my chest :/
489,0, and i was just starting to get confident in myself! you have torn me down!
491,0, another 45 mins....
492,0, another early day
493,0, another father's day weekend I don't get to spend with my dad..
495,0, anticipating a tough day ahead
496,0, anyone know if Ghostbusters is region free on 360?? and where to get a US copy in Britain if it is
498,0, - ?oVe&lt;33
499,0,  6:30...what's wrong wit it?
500,0, - alergic... nose itchy and eyes burning... Hope It's getting better soon....
501,0,  and they KEEP on coming!   xox
502,0,  Another expensive weekend trip to the vet.
503,0,"  are there any parties tonight!? im hella bored at home, and its seems like everyone is busy!! LAMMMMEEE"
504,0,  but chilli prawns will make the pain better...
505,0,  daughter's beloved diabetic dwarf hamster died in her hands this morning...all creatures are worthy of love. â™¥
506,0,  DD has pinkeye...not fun.
507,0, -- Farrah Fawcett Dies of Cancer at 62 - ABC News http://bit.ly/akQLD (via @Turner)
508,0,  feeling hopeless and useless.
509,0,  forgot my lunch at home
510,0,  General Motors sold hummer :S :S
512,0,  goodnight..
513,0,  gooood night!!   must prepare for tomorrows meeting now
514,0, - Great! Im bored at the moment and just have no idea on what to do!  Missing Boyfie too! Damn iâ€™m... http://tumblr.com/xzp224xgj
518,0,  http://bit.ly/18xobk Five Guys Locations Closed After Visit from &lt;em&gt;Inside Edition&lt;/em&gt;'s 'Rat Patrol' @dcist
519,0,  I am actually crying now because of sore throat.
520,0," - I feel irresponsible and sort of horrible. Marshmallows, unless otherwise stated, have gelatin. fuck... http://tumblr.com/xl21pafgm"
521,0,  i miss my brother.. i worry about him.
522,0,"  i need to think of something else, first. "
523,0,  i wanted julian to win!
525,0,  jus got some bad news
527,0,  just mean
529,0, - Limp Bizkit - Rollin' #SongStuckInMyHeadWhenIWokeUp
530,0,"  ''Love, save the empty''"
531,0,  my camera broke !
533,0,  my parents left
534,0,"  Nadal is out @ French Open ... now, to my back-up -- Go ANDY RODDICK!"
535,0,"  no ass beatings, checked out Playhouse in Baltimore this weekend as well.  Feeling quite rested and a bit out of sorts."
536,0,  nothing....
537,0,  ok we'll talk about your boyfriends and stuff tomorrow ;) lmao and we'll talk for real soon too!! wooo hehe ilysfm doodle xxxx
539,0, - server problems - motivating me to change hosting providers though... #fb
540,0,  shakes head
541,0,"  Shock loss to Sparks...bummer, @tmmcwilliams had a great game but shock too many injuries to start the season...rematch Monday!"
542,0,  some asshole got a hold of my email and signed me up for all this spam mail.  ughhhh...it's non stop.  anyone have a spam blocker?
543,0,  someone just said ast least your pretty  . thanks but but being pretty gets you nowhere you have to much integrity .
544,0,  myspace peOplE  can get really angry if I don't answer them right away... JA!
545,0,  never get any photo comments on m space and more
547,0,  no tickets in germany for the miley cyrus tour.. 
548,0,"  photo shoot rained out...  oh well, back to post!"
550,0,  RIP Charles J ...the world is with one less fine fellow
551,0,  RSL was at the Paley talk?! Now I'm even more depressed I couldn't get a ticket. Oh wells. 
553,0,  so bored
554,0,  so much for a good weekend
556,0,  The hotel doesn't know where it is either... that was my favorite! How poopie is that.
557,0, - thelovelybones: I plan on owning this â€¦donâ€™t judge me. http://tumblr.com/xr0238tmq
558,0,"  This year, 5 million children from hunger-related causes.  http://is.gd/17Eo4"
559,0, - ticketsandpassports: Â lmao your not a nerd. i think its cool when guys like anime. http://tumblr.com/xqn1x1tue
560,0,  To all the mothers whose day may not be so happy. God loves you. TLC - Waterfalls ? http://blip.fm/~5zi9g
561,0,  Today is not a good day. But I guess laying around the house in your undies isn't so bad.
562,0,"  went to maggie's bday party, came home without my phone... I feel lost, and reaallly confused (but thats just the booze talking)"
563,0,  when will RB2 get an australian release date???
564,0," !my grandma just told me she thinks I'm stupid. Well, hey thanks, G."
567,0, #betseyjohnson why are you doing this to me? This necklace is $150 rather than the usual $50-60 I want it  http://twitpic.com/6ioi8
569,0, #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH
571,0, #p1wimax no signal detected here at the gardens
572,0, #trackle
576,0, &quot;Beach Ball Fail&quot; - http://cheezburger.com/tw/?v7-20659 #lol #fail
579,0, &quot;It's raining again&quot; (c) Supertramp
581,0, &quot;you have to do it all alone&quot;
582,0," Apparently the 'new' 3.0 is the same build as the GM, meaning I'll likely have the same [minute] issues I was having with the GM. #mlia"
583,0," Archie's annoying me this morning, says I hogged the bed all night and won't get up for his shower, him and his little black kettle self"
584,0, are you ok @zheyamada ?
585,0," Argh, the speakers on my Macbook are screwing up, and slowly dying."
587,0, at Chris Brown . . . I honestly dont feel bad for Rihanna ; anyways . . . Out nd such . . .
588,0, at last night 
592,0, at work ! Fuck !
593,0, at work and got loads to do b4 I leave today. Toodles lufflies xxx
594,0, attempting to get other people on twitter(other than cate)  to talk to me but it is failing
595,0, Aw. Toy Story 3 is coming out NEXT year.
597,0, awesome  http://twitpic.com/6ikhd
600,0, AWW I GOTA DO HOMEWORK
601,0, aww someone borrowed it without telling me.
602,0, Awww derek is at work back to making kandie with the little ones  :o
603,0, B- in genetics so that's a 2.75 towards my GPA. What really sucks is that I got a 79.75% in the class and an 80% is a B.
604,0, baby died last night. @$%%$# day.
605,0, baby girl's so upset.....i'm not where i need to be with my sewing... and it's almost 10pm and i'm finally eating a little dinner..sigh..
608,0,"- back from cali , missing itttttt "
609,0,- back pain 
611,0, bad day 2day. Broken glasses  rainy weather  uof
612,0, bad night for the pens
613,0, bad timing- a new mommy just called for newborn pictures and I can't fit the baby into my schedule no matter how hard I try
615,0,' bank account is negative $118... 
618,0, bcd's closed! i guess nodaji it is.
619,0,"- bed ; I gotta get up early  , only 5 more days of this bullshit  . SUMMER!!! &lt;3"
620,0, bed time......................................................
621,0, bedss gayyyy ... oh well Goodnight people  @technotetris and @ShaunAcland ;D
623,0, being afraid of food is an eating disorder right?
624,0, being told im beautiful doesnt make my tummy better
625,0, besides that great graduation day. I finaly made it I'm a highschool graduate ! Moms word .. Chapter close .. Keep pushing foward.
626,0,"  still no phone. bukas pa raw in the afternoon...  oh well, i survived 7 days, what's one more... day...  another day, another destiny"
629,0,  The iPhone will be out of commission for a while.
631,0,  Things are not good in my head. I may not be around a lot this weekend.
634,0,  try and enjoy ur family &amp; I am here if I need anything-anything!!!. Love you Sis-be brave &amp; I know u r strong ur in my prayers
636,0,  twitter wont let me send replies today - boo hoo
638,0,  ughhh..
639,0,  UVA baseball...   Come on boys you can do it
640,0,  water works are gonna start
641,0," - Well i wrote a missive post about last night and all the things that happened, it got deleted tho by... http://tumblr.com/x9c238auy"
642,0,"  well, I guess I knew it was going to break sometime..."
644,0,  why is it raining?
645,0,  why me?
650,0, #squaresp #squarespac #squarespace #trackle giveaways giveway iphonegiveway squarespace squarespce trackle
